contrast,task,estimate,SE,df,z.ratio,p.value
(claude-3-5-haiku-20241022) - (gpt-4o-mini),2,-0.5436437835612681,0.042069500123648726,Inf,-12.922515883559715,0
(claude-3-5-haiku-20241022) - o1,2,-0.8080167062254143,0.040598182458287675,Inf,-19.902780304404157,0
(claude-3-5-haiku-20241022) - o3,2,-2.2343955924141996,0.03664445911871959,Inf,-60.97499174910111,0
(claude-3-5-haiku-20241022) - (o4-mini),2,-1.0044445825682307,0.03970558008414247,Inf,-25.297315401000365,0
(claude-3-7-sonnet-20250219) - (claude-sonnet-4-20250514),2,0.012685767191861902,0.03239316817456257,Inf,0.3916186006722143,0.9999999979085678
(claude-3-7-sonnet-20250219) - (deepseek-chat),2,0.0647275789580875,0.0326842498358057,Inf,1.9803905331545422,0.8103392889739621
(claude-3-7-sonnet-20250219) - (deepseek-reasoner),2,0.2802423887122084,0.03403086258883561,Inf,8.23494814392823,1.8773871346411397e-13
(claude-3-7-sonnet-20250219) - (gemini-1.5-pro),2,0.36078866208448407,0.03459722785556523,Inf,10.428253488709744,1.5232259897857148e-13
(claude-3-7-sonnet-20250219) - (gemini-2.0-flash),2,0.12358383656710009,0.03302885383572742,Inf,3.74169316264372,0.015121706592612139
(claude-3-7-sonnet-20250219) - (gemini-2.5-flash),2,-0.15114136542250703,0.031555212378658534,Inf,-4.7897432477661654,1.67044697406582e-4
(claude-3-7-sonnet-20250219) - (gemini-2.5-pro),2,-0.4353575040987575,0.03035226035004512,Inf,-14.343495313953127,0
(claude-3-7-sonnet-20250219) - (gpt-3.5-turbo),2,0.5863183047512277,0.036387271290826535,Inf,16.113280384919722,0
(claude-3-7-sonnet-20250219) - (gpt-4o),2,0.2928342053114085,0.03411702237090534,Inf,8.583228692347275,1.3322676295501878e-13
(claude-3-7-sonnet-20250219) - (gpt-4o-mini),2,0.4023235601897087,0.03490370482324989,Inf,11.526672089024625,0
(claude-3-7-sonnet-20250219) - o1,2,0.13795063752556253,0.03311552790849339,Inf,4.165738740652275,0.0028608260539063624
(claude-3-7-sonnet-20250219) - o3,2,-1.288428248663223,0.02812902689115937,Inf,-45.80422400136996,0
(claude-3-7-sonnet-20250219) - (o4-mini),2,-0.05847723881725382,0.03201497867483252,Inf,-1.8265587308737987,0.8877466441556374
(claude-sonnet-4-20250514) - (deepseek-chat),2,0.05204181176622561,0.032752559534910575,Inf,1.5889387731897668,0.9613932852567966
(claude-sonnet-4-20250514) - (deepseek-reasoner),2,0.2675566215203465,0.03409647455820969,Inf,7.847046505162061,6.692424392440444e-13
(claude-sonnet-4-20250514) - (gemini-1.5-pro),2,0.34810289489262214,0.03466176775711165,Inf,10.042848862525222,1.7319479184152442e-13
(claude-sonnet-4-20250514) - (gemini-2.0-flash),2,0.11089806937523819,0.03309645229414982,Inf,3.350753983829279,0.05675942232594011
(claude-sonnet-4-20250514) - (gemini-2.5-flash),2,-0.16382713261436896,0.031625960807862695,Inf,-5.18014720911306,2.2716271757761142e-5
(claude-sonnet-4-20250514) - (gemini-2.5-pro),2,-0.44804327129061944,0.03042580610461738,Inf,-14.725765021641447,0
(claude-sonnet-4-20250514) - (gpt-3.5-turbo),2,0.5736325375593658,0.036448641685953284,Inf,15.738104659752917,0
(claude-sonnet-4-20250514) - (gpt-4o),2,0.2801484381195466,0.03418246896019741,Inf,8.195675931008838,2.0161650127192843e-13
(claude-sonnet-4-20250514) - (gpt-4o-mini),2,0.3896377929978468,0.03496767906433688,Inf,11.142798247517485,4.9960036108132044e-14
(claude-sonnet-4-20250514) - o1,2,0.12526487033370062,0.033182949799783826,Inf,3.7749769411553844,0.013380336161818773
(claude-sonnet-4-20250514) - o3,2,-1.301114015855085,0.028208369726030743,Inf,-46.12510501287191,0
(claude-sonnet-4-20250514) - (o4-mini),2,-0.07116300600911572,0.032084713311925916,Inf,-2.2179723196299954,0.6518305843578436
(deepseek-chat) - (deepseek-reasoner),2,0.2155148097541209,0.034373135152906804,Inf,6.269861878918416,3.783930802025992e-8
(deepseek-chat) - (gemini-1.5-pro),2,0.29606108312639656,0.03493395178029501,Inf,8.474880969332363,1.4599432773820809e-13
(deepseek-chat) - (gemini-2.0-flash),2,0.05885625760901257,0.03338140196869966,Inf,1.763145168803863,0.9127301481195885
(deepseek-chat) - (gemini-2.5-flash),2,-0.21586894438059454,0.03192403859100698,Inf,-6.761956002690867,1.4282685034672227e-9
(deepseek-chat) - (gemini-2.5-pro),2,-0.500085083056845,0.030735525374691316,Inf,-16.270588413908555,0
(deepseek-chat) - (gpt-3.5-turbo),2,0.5215907257931403,0.03670757855937481,Inf,14.209347122950728,0
(deepseek-chat) - (gpt-4o),2,0.22810662635332102,0.03445843912824598,Inf,6.619760851742684,3.773020784691994e-9
(deepseek-chat) - (gpt-4o-mini),2,0.3375959812316212,0.03523750022469636,Inf,9.580588267581353,1.1579626146840383e-13
(deepseek-chat) - o1,2,0.07322305856747502,0.033467163016173744,Inf,2.187907547827952,0.6737630873631756
(deepseek-chat) - o3,2,-1.3531558276213105,0.02854216119245984,Inf,-47.4090177858985,0
(deepseek-chat) - (o4-mini),2,-0.12320481777534133,0.03237856808521361,Inf,-3.8051348488015915,0.0119611853772299
(deepseek-reasoner) - (gemini-1.5-pro),2,0.08054627337227566,0.036196966836996,Inf,2.225221625198478,0.6464893087178
(deepseek-reasoner) - (gemini-2.0-flash),2,-0.15665855214510832,0.0347009714360678,Inf,-4.5145292959228,6.174732904274949e-4
(deepseek-reasoner) - (gemini-2.5-flash),2,-0.4313837541347154,0.033301406294194515,Inf,-12.953920033398687,0
(deepseek-reasoner) - (gemini-2.5-pro),2,-0.7155998928109658,0.03216382970463835,Inf,-22.24859102234859,0
(deepseek-reasoner) - (gpt-3.5-turbo),2,0.3060759160390193,0.03791155160242635,Inf,8.073420978618833,2.616795669041494e-13
(deepseek-reasoner) - (gpt-4o),2,0.012591816599200124,0.035738263085463746,Inf,0.3523343193564923,0.9999999995053086
(deepseek-reasoner) - (gpt-4o-mini),2,0.12208117147750032,0.03649001018492953,Inf,3.3456053001574704,0.05767224116845404
(deepseek-reasoner) - o1,2,-0.1422917511866459,0.034783479146882734,Inf,-4.090785472775168,0.003903155088693766
(deepseek-reasoner) - o3,2,-1.5686706373754313,0.030074813162291374,Inf,-52.15894871600644,0
(deepseek-reasoner) - (o4-mini),2,-0.3387196275294622,0.03373738419705274,Inf,-10.039890038631164,1.745270594710746e-13
(gemini-1.5-pro) - (gemini-2.0-flash),2,-0.23720482551738398,0.03525657364736096,Inf,-6.7279602348749314,1.8049182148871523e-9
(gemini-1.5-pro) - (gemini-2.5-flash),2,-0.5119300275069911,0.03387996794446646,Inf,-15.110109559315669,0
(gemini-1.5-pro) - (gemini-2.5-pro),2,-0.7961461661832415,0.03276248629176128,Inf,-24.300541756607977,0
(gemini-1.5-pro) - (gpt-3.5-turbo),2,0.22552964266674366,0.03842075365803465,Inf,5.869995281042081,4.5465798081956166e-7
(gemini-1.5-pro) - (gpt-4o),2,-0.06795445677307553,0.03627798251161356,Inf,-1.8731597533385844,0.8667797777140216
(gemini-1.5-pro) - (gpt-4o-mini),2,0.04153489810522466,0.03701877104986929,Inf,1.1219955964845927,0.9987012738492467
(gemini-1.5-pro) - o1,2,-0.22283802455892154,0.03533778414538703,Inf,-6.3059422074151374,3.00003935027604e-8
(gemini-1.5-pro) - o3,2,-1.649216910747707,0.030714214192962976,Inf,-53.69555933895792,0
(gemini-1.5-pro) - (o4-mini),2,-0.4192659009017379,0.0343085945384992,Inf,-12.220433583522663,0
(gemini-2.0-flash) - (gemini-2.5-flash),2,-0.27472520198960715,0.03227676003448902,Inf,-8.511548299645076,1.439959262938828e-13
(gemini-2.0-flash) - (gemini-2.5-pro),2,-0.5589413406658575,0.03110172854404802,Inf,-17.971391521672288,0
(gemini-2.0-flash) - (gpt-3.5-turbo),2,0.46273446818412767,0.03701474465750812,Inf,12.501355134710243,0
(gemini-2.0-flash) - (gpt-4o),2,0.16925036874430843,0.03478547147185444,Inf,4.865547643396238,1.1484420176866017e-4
(gemini-2.0-flash) - (gpt-4o-mini),2,0.2787397236226086,0.03555736801912304,Inf,7.8391551217373605,6.979972155818359e-13
(gemini-2.0-flash) - o1,2,0.014366800958462447,0.03380378675097935,Inf,0.4250056676873995,0.9999999936555611
(gemini-2.0-flash) - o3,2,-1.412012085230323,0.028936135953004306,Inf,-48.797534250032456,0
(gemini-2.0-flash) - (o4-mini),2,-0.1820610753843539,0.032726391026419006,Inf,-5.56312717883807,2.749362719378645e-6
(gemini-2.5-flash) - (gemini-2.5-pro),2,-0.28421613867625045,0.029532080200863314,Inf,-9.623979643260684,1.1013412404281553e-13
(gemini-2.5-flash) - (gpt-3.5-turbo),2,0.7374596701737348,0.03570598779790309,Inf,20.653669472688378,0
(gemini-2.5-flash) - (gpt-4o),2,0.4439755707339156,0.033389448454343995,Inf,13.296882437006952,0
(gemini-2.5-flash) - (gpt-4o-mini),2,0.5534649256122158,0.03419287444797513,Inf,16.186557420152536,0
(gemini-2.5-flash) - o1,2,0.2890920029480696,0.03236544826320841,Inf,8.932117998090463,1.0547118733938987e-13
(gemini-2.5-flash) - o3,2,-1.137286883240716,0.02724199343777114,Inf,-41.747564686799414,0
(gemini-2.5-flash) - (o4-mini),2,0.09266412660525321,0.031238484473154315,Inf,2.966345140235173,0.1667525004243019
(gemini-2.5-pro) - (gpt-3.5-turbo),2,1.021675808849985,0.03464745076800685,Inf,29.487762770512155,0
(gemini-2.5-pro) - (gpt-4o),2,0.728191709410166,0.032254977107181934,Inf,22.576103743320466,0
(gemini-2.5-pro) - (gpt-4o-mini),2,0.8376810642884662,0.03308596293167087,Inf,25.31832203337848,0
(gemini-2.5-pro) - o1,2,0.57330814162432,0.031193757731048474,Inf,18.378938073680107,0
(gemini-2.5-pro) - o3,2,-0.8530707445644655,0.025839010944086978,Inf,-33.01483738717495,0
(gemini-2.5-pro) - (o4-mini),2,0.3768802652815037,0.030022844506782546,Inf,12.553116517535893,0
(gpt-3.5-turbo) - (gpt-4o),2,-0.29348409943981923,0.03798891090592867,Inf,-7.725520222639948,1.2571055307830648e-12
(gpt-3.5-turbo) - (gpt-4o-mini),2,-0.18399474456151904,0.0386969604329516,Inf,-4.754759611683664,1.9816040398734636e-4
(gpt-3.5-turbo) - o1,2,-0.44836766722566523,0.037092105966309186,Inf,-12.08795390676707,0
(gpt-3.5-turbo) - o3,2,-1.8747465534144507,0.03271740041936757,Inf,-57.30120759547466,0
(gpt-3.5-turbo) - (o4-mini),2,-0.6447955435684816,0.036112947759945994,Inf,-17.85496846877852,0
(gpt-4o) - (gpt-4o-mini),2,0.1094893548783002,0.03657037667580023,Inf,2.9939356613395987,0.15557268511823352
(gpt-4o) - o1,2,-0.154883567785846,0.03486777923059534,Inf,-4.442025595078356,8.591580932602039e-4
(gpt-4o) - o3,2,-1.5812624539746316,0.030172271933995437,Inf,-52.407802018813356,0
(gpt-4o) - (o4-mini),2,-0.35131144412866233,0.03382429155761183,Inf,-10.386365181670836,1.3089529460330596e-13
(gpt-4o-mini) - o1,2,-0.2643729226641462,0.03563789308308075,Inf,-7.4183095517972255,1.2547851646615982e-11
(gpt-4o-mini) - o3,2,-1.6907518088529316,0.031059030709062,Inf,-54.43672163148433,0
(gpt-4o-mini) - (o4-mini),2,-0.4608007990069626,0.034617626930572326,Inf,-13.311160812123994,0
o1 - o3,2,-1.4263788861887856,0.029035029995565634,Inf,-49.12613785508845,0
o1 - (o4-mini),2,-0.19642787634281633,0.03281386402983661,Inf,-5.9861245284679265,2.245049333104987e-7
o3 - (o4-mini),2,1.2299510098459692,0.027773254000102658,Inf,44.285448505293004,0
(claude-3-5-haiku-20241022) - (claude-3-7-sonnet-20250219),3,-0.8660942090836428,0.04046217191779315,Inf,-21.405035074322832,0
(claude-3-5-haiku-20241022) - (claude-sonnet-4-20250514),3,-0.8102200155536771,0.04073302773366519,Inf,-19.89098431011165,0
(claude-3-5-haiku-20241022) - (deepseek-chat),3,-1.0681213044456361,0.03958763322933244,Inf,-26.981186226970802,0
(claude-3-5-haiku-20241022) - (deepseek-reasoner),3,-0.5927271563051252,0.04192258223578156,Inf,-14.138612764154198,0
(claude-3-5-haiku-20241022) - (gemini-1.5-pro),3,-0.6283025226715754,0.041712374328228614,Inf,-15.06273696451691,0
(claude-3-5-haiku-20241022) - (gemini-2.0-flash),3,-0.7697551174775934,0.04093765792824073,Inf,-18.803105903784008,0
(claude-3-5-haiku-20241022) - (gemini-2.5-flash),3,-1.0864045975110914,0.03951602143579324,Inf,-27.49276263239994,0
(claude-3-5-haiku-20241022) - (gemini-2.5-pro),3,-1.1145594519634567,0.03940802302120525,Inf,-28.282551788089396,0
(claude-3-5-haiku-20241022) - (gpt-3.5-turbo),3,-0.5104621826888672,0.04243387449336574,Inf,-12.029591659575528,0
(claude-3-5-haiku-20241022) - (gpt-4o),3,-0.5957389315588384,0.041904533120782676,Inf,-14.216574847444845,0
(claude-3-5-haiku-20241022) - (gpt-4o-mini),3,-0.6156031283673492,0.04178668013012771,Inf,-14.7320420394801,0
(claude-3-5-haiku-20241022) - o1,3,-0.6350723105459134,0.04167308949923375,Inf,-15.2393863324578,0
(claude-3-5-haiku-20241022) - o3,3,-2.101931450907741,0.03695530973425809,Inf,-56.87765752803909,0
(claude-3-5-haiku-20241022) - (o4-mini),3,-0.9689288792583078,0.039997358918892514,Inf,-24.224821474415904,0
