contrast,task,estimate,SE,df,z.ratio,p.value
(claude-3-7-sonnet-20250219) - (gemini-1.5-pro),1,0.15143948278815805,0.06637940479986364,Inf,2.281422728099984,0.6045405892602222
(claude-3-7-sonnet-20250219) - (gemini-2.0-flash),1,0.058718703067971695,0.0647804829008968,Inf,0.9064258313387598,0.9998875208655924
(claude-3-7-sonnet-20250219) - (gemini-2.5-flash),1,0.004081099865889837,0.06388735477857573,Inf,0.06387961874512312,1
(claude-3-7-sonnet-20250219) - (gemini-2.5-pro),1,-0.018167171738784127,0.06353452791243638,Inf,-0.2859417128875533,0.9999999999720287
(claude-3-7-sonnet-20250219) - (gpt-3.5-turbo),1,0.3159194196328947,0.06949775942862603,Inf,4.545749708051278,5.346248840600865e-4
(claude-3-7-sonnet-20250219) - (gpt-4o),1,0.1778583701725353,0.06685579513719986,Inf,2.6603283949811476,0.32958505155572904
(claude-3-7-sonnet-20250219) - (gpt-4o-mini),1,0.27219241591628707,0.06863217835795463,Inf,3.9659591525225038,0.006448509770892397
(claude-3-7-sonnet-20250219) - o1,1,0.22773751090132258,0.06778069773373772,Inf,3.3599168866030515,0.05516510333438185
(claude-3-7-sonnet-20250219) - o3,1,-0.0040647669139612375,0.06375704339126405,Inf,-0.06375400579692171,1
(claude-3-7-sonnet-20250219) - (o4-mini),1,0.09165750741052386,0.06533569228982852,Inf,1.402870379086702,0.9872577741455426
(claude-sonnet-4-20250514) - (deepseek-chat),1,0.008050704688336074,0.06343644600275801,Inf,0.12690976868385812,1
(claude-sonnet-4-20250514) - (deepseek-reasoner),1,-0.00199962342756016,0.06327706621197374,Inf,-0.031601076776561696,1
(claude-sonnet-4-20250514) - (gemini-1.5-pro),1,0.16760773354105368,0.06613305291164433,Inf,2.534401878663948,0.4153920071530941
(claude-sonnet-4-20250514) - (gemini-2.0-flash),1,0.07488695382086732,0.06452814970694948,Inf,1.1605315534532092,0.9981275045458778
(claude-sonnet-4-20250514) - (gemini-2.5-flash),1,0.020249350618785467,0.06363128111852641,Inf,0.31822949754959146,0.9999999998774337
(claude-sonnet-4-20250514) - (gemini-2.5-pro),1,-0.001998920985888497,0.06327709944417001,Inf,-0.03158995913920113,1
(claude-sonnet-4-20250514) - (gpt-3.5-turbo),1,0.33208767038579035,0.06926272885180208,Inf,4.794608527428097,1.6310598201885185e-4
(claude-sonnet-4-20250514) - (gpt-4o),1,0.19402662092543094,0.0666112575973885,Inf,2.912820263778322,0.19008499232228715
(claude-sonnet-4-20250514) - (gpt-4o-mini),1,0.2883606666691827,0.06839404660076365,Inf,4.216166186984512,0.0023123757614466056
(claude-sonnet-4-20250514) - o1,1,0.2439057616542182,0.06753969313789548,Inf,3.6112950817860088,0.02407318250029633
(claude-sonnet-4-20250514) - o3,1,0.012103483838934392,0.06350020014298467,Inf,0.19060544394632986,1
(claude-sonnet-4-20250514) - (o4-mini),1,0.1078257581634195,0.0650853721833108,Inf,1.6566819017294978,0.9457494019222874
(deepseek-chat) - (deepseek-reasoner),1,-0.010050328115896234,0.06340521174543365,Inf,-0.15850949534318123,1
(deepseek-chat) - (gemini-1.5-pro),1,0.1595570288527176,0.06625584084816659,Inf,2.4081956671316296,0.5084975614375135
(deepseek-chat) - (gemini-2.0-flash),1,0.06683624913253125,0.06465366235698435,Inf,1.0337581305680068,0.9994790297376848
(deepseek-chat) - (gemini-2.5-flash),1,0.012198645930449392,0.06375885546122087,Inf,0.1913247319483142,1
(deepseek-chat) - (gemini-2.5-pro),1,-0.010049625674224572,0.06340523647279002,Inf,-0.1584983549195863,1
(deepseek-chat) - (gpt-3.5-turbo),1,0.32403696569745427,0.06937974891390604,Inf,4.670483401425316,2.974001341489174e-4
(deepseek-chat) - (gpt-4o),1,0.18597591623709486,0.06673309241809107,Inf,2.786861952566693,0.2537017933055161
(deepseek-chat) - (gpt-4o-mini),1,0.2803099619808466,0.06851272131800121,Inf,4.091356416566645,0.00389402987237375
(deepseek-chat) - o1,1,0.23585505696588213,0.06765958716949304,Inf,3.485907420260267,0.03682014577732462
(deepseek-chat) - o3,1,0.004052779150598318,0.06362845944840761,Inf,0.06369444091105908,1
(deepseek-chat) - (o4-mini),1,0.09977505347508342,0.065210091352744,Inf,1.530055416352134,0.9720153858863783
(deepseek-reasoner) - (gemini-1.5-pro),1,0.16960735696861384,0.06610325475143924,Inf,2.5657943410860726,0.39318789573944146
(deepseek-reasoner) - (gemini-2.0-flash),1,0.07688657724842748,0.06449726146297136,Inf,1.1920905710480278,0.997507811340075
(deepseek-reasoner) - (gemini-2.5-flash),1,0.022248974046345626,0.06360027323224933,Inf,0.349825133063485,0.9999999995513753
(deepseek-reasoner) - (gemini-2.5-pro),1,7.02441671662779e-7,0.06324575793145736,Inf,1.1106542077083665e-5,1
(deepseek-reasoner) - (gpt-3.5-turbo),1,0.3340872938133505,0.06923402979538265,Inf,4.825478089325828,1.4010689939281118e-4
(deepseek-reasoner) - (gpt-4o),1,0.1960262443529911,0.06658159175977917,Inf,2.9441507655785317,0.17616212838786882
(deepseek-reasoner) - (gpt-4o-mini),1,0.29036029009674286,0.06836516517256618,Inf,4.247196497862916,0.0020254633909476683
(deepseek-reasoner) - o1,1,0.24590538508177837,0.06751014839006149,Inf,3.6424951054911228,0.021584022043321993
(deepseek-reasoner) - o3,1,0.014103107266494552,0.06346957860098823,Inf,0.22220262962758924,0.9999999999992191
(deepseek-reasoner) - (o4-mini),1,0.10982538159097965,0.06505504616607768,Inf,1.688191586408358,0.9370984806469105
(gemini-1.5-pro) - (gemini-2.0-flash),1,-0.09272077972018634,0.06730172989569079,Inf,-1.3776879117950145,0.9892713283344564
(gemini-1.5-pro) - (gemini-2.5-flash),1,-0.14735838292226822,0.06644245721671899,Inf,-2.217834636091518,0.6519318448257599
(gemini-1.5-pro) - (gemini-2.5-pro),1,-0.16960665452694218,0.06610328294821792,Inf,-2.565782620203655,0.39319609504337505
(gemini-1.5-pro) - (gpt-3.5-turbo),1,0.16447993684473666,0.0718537166430733,Inf,2.289094350703883,0.5987568466880722
(gemini-1.5-pro) - (gpt-4o),1,0.026418887384377268,0.06930157683879472,Inf,0.38121625206063264,0.9999999985502219
(gemini-1.5-pro) - (gpt-4o-mini),1,0.12075293312812904,0.07101682716302407,Inf,1.7003425519269155,0.9335162895307454
(gemini-1.5-pro) - o1,1,0.07629802811316452,0.07019430181487844,Inf,1.0869547262452055,0.9990844701080653
(gemini-1.5-pro) - o3,1,-0.1555042497021193,0.06631711668835558,Inf,-2.344858423698988,0.5565011674229269
(gemini-1.5-pro) - (o4-mini),1,-0.059781975377634175,0.06783628116741462,Inf,-0.8812684650282782,0.9999197462016709
(gemini-2.0-flash) - (gemini-2.5-flash),1,-0.05463760320208186,0.06484503440645452,Inf,-0.842587311460249,0.9999534347909127
(gemini-2.0-flash) - (gemini-2.5-pro),1,-0.07688587480675582,0.06449728069732309,Inf,-1.192079324515567,0.9975080599296009
(gemini-2.0-flash) - (gpt-3.5-turbo),1,0.257200716564923,0.07037911205535137,Inf,3.6545035743366756,0.020688724464853703
(gemini-2.0-flash) - (gpt-4o),1,0.11913966710456361,0.0677715940276357,Inf,1.757958755640028,0.9145939061981314
(gemini-2.0-flash) - (gpt-4o-mini),1,0.21347371284831537,0.06952465148593885,Inf,3.0704751233667067,0.1274810767014638
(gemini-2.0-flash) - o1,1,0.16901880783335088,0.06868391953590439,Inf,2.460820654607468,0.46907717983175123
(gemini-2.0-flash) - o3,1,-0.06278346998193293,0.06471708084174668,Inf,-0.9701220939717287,0.999749306699824
(gemini-2.0-flash) - (o4-mini),1,0.03293880434255217,0.06627248307556186,Inf,0.4970208269546254,0.9999999479405703
(gemini-2.5-flash) - (gemini-2.5-pro),1,-0.022248271604673964,0.06360030151407041,Inf,-0.3498139328750185,0.9999999995515718
(gemini-2.5-flash) - (gpt-3.5-turbo),1,0.3118383197670049,0.06955808849238869,Inf,4.483135269036719,7.129393817996155e-4
(gemini-2.5-flash) - (gpt-4o),1,0.17377727030664547,0.06691841472968123,Inf,2.596852764797605,0.37171772989194296
(gemini-2.5-flash) - (gpt-4o-mini),1,0.26811131605039723,0.06869323831395581,Inf,3.9030233925647875,0.00824472092277051
(gemini-2.5-flash) - o1,1,0.22365641103543274,0.06784249443133995,Inf,3.2967008791486045,0.06697572523430739
(gemini-2.5-flash) - o3,1,-0.008145866779851074,0.06382259632476317,Inf,-0.12763295837105387,1
(gemini-2.5-flash) - (o4-mini),1,0.08757640754463403,0.06539971513789385,Inf,1.339094633057363,0.9918498995301703
(gemini-2.5-pro) - (gpt-3.5-turbo),1,0.33408659137167884,0.06923404984873928,Inf,4.825466545747106,1.401148900153082e-4
(gemini-2.5-pro) - (gpt-4o),1,0.19602554191131943,0.06658161750359007,Inf,2.944139077137166,0.1761671824920058
(gemini-2.5-pro) - (gpt-4o-mini),1,0.2903595876550712,0.06836519054463637,Inf,4.247184646775646,0.002025566315367766
(gemini-2.5-pro) - o1,1,0.2459046826401067,0.0675101658103335,Inf,3.6424837606082,0.02158488391362212
(gemini-2.5-pro) - o3,1,0.01410240482482289,0.06346961945207709,Inf,0.22219141924225572,0.9999999999992195
(gemini-2.5-pro) - (o4-mini),1,0.10982467914930799,0.06505507350395681,Inf,1.6881800793389032,0.9371018072091598
(gpt-3.5-turbo) - (gpt-4o),1,-0.1380610494603594,0.07229411958832802,Inf,-1.9097134074878417,0.8487992554094494
(gpt-3.5-turbo) - (gpt-4o-mini),1,-0.04372700371660763,0.07394002671745778,Inf,-0.5913847432554872,0.9999994805138506
(gpt-3.5-turbo) - o1,1,-0.08818190873157214,0.0731501307527453,Inf,-1.2054921546160422,0.9971962049668364
(gpt-3.5-turbo) - o3,1,-0.31998418654685595,0.06943871325057094,Inf,-4.60815259338385,3.995420887334955e-4
(gpt-3.5-turbo) - (o4-mini),1,-0.22426191222237085,0.07089070164182126,Inf,-3.1634883987390214,0.09880142836002848
(gpt-4o) - (gpt-4o-mini),1,0.09433404574375176,0.07146241493924176,Inf,1.3200511880819554,0.9929207538361394
(gpt-4o) - o1,1,0.049879140728787255,0.07064498446251814,Inf,0.7060535310224528,0.9999948716636886
(gpt-4o) - o3,1,-0.18192313708649654,0.06679407720317176,Inf,-2.7236417464549953,0.2901816665252467
(gpt-4o) - (o4-mini),1,-0.08620086276201144,0.06830255463091545,Inf,-1.2620444905437662,0.9954927231139712
(gpt-4o-mini) - o1,1,-0.044454905014964505,0.07232843288868296,Inf,-0.6146255800036868,0.9999991405581385
(gpt-4o-mini) - o3,1,-0.2762571828302483,0.06857210402839622,Inf,-4.028710898470435,0.005022231057093429
(gpt-4o-mini) - (o4-mini),1,-0.1805349085057632,0.07004231422328096,Inf,-2.5775120440802946,0.3850266051556559
o1 - o3,1,-0.2318022778152838,0.0677202524704015,Inf,-3.4229387717743323,0.04519566711690226
o1 - (o4-mini),1,-0.1360800034907987,0.06920814555479425,Inf,-1.9662425918212174,0.8184154659978794
o3 - (o4-mini),1,0.0957222743244851,0.06527243516713507,Inf,1.4665038017867862,0.980798030793831
(claude-3-5-haiku-20241022) - (claude-3-7-sonnet-20250219),2,-0.1533832321700439,0.0704809925582035,Inf,-2.1762354161425774,0.6821718160187638
(claude-3-5-haiku-20241022) - (claude-sonnet-4-20250514),2,-0.2863410509366409,0.06842443594166867,Inf,-4.184777660143879,0.002640881871560974
(claude-3-5-haiku-20241022) - (deepseek-chat),2,-0.18499470383050268,0.06997338433838413,Inf,-2.6437867137580087,0.3403238815806192
(claude-3-5-haiku-20241022) - (deepseek-reasoner),2,-0.28031378112727184,0.06851406634044906,Inf,-4.091331840302424,0.0038944222594001765
(claude-3-5-haiku-20241022) - (gemini-1.5-pro),2,-0.2742319866889647,0.06860473222573514,Inf,-3.997275082812644,0.005695726346884533
(claude-3-5-haiku-20241022) - (gemini-2.0-flash),2,-0.20697323425330427,0.06962572512118405,Inf,-2.972654631503887,0.16414552521913373
(claude-3-5-haiku-20241022) - (gemini-2.5-flash),2,-0.25989452975932864,0.06881805937049441,Inf,-3.776545461128737,0.013302930779219624
(claude-3-5-haiku-20241022) - (gemini-2.5-pro),2,-0.29035055042813884,0.06836585761172542,Inf,-4.247011016480554,0.0020270748222391832
(claude-3-5-haiku-20241022) - (gpt-3.5-turbo),2,0.04372030053645487,0.0739417714587526,Inf,0.5912801340017075,0.9999994817159498
(claude-3-5-haiku-20241022) - (gpt-4o),2,-0.052101309293540586,0.07219401546413817,Inf,-0.7216846016747955,0.9999932280976018
(claude-3-5-haiku-20241022) - (gpt-4o-mini),2,0.06917488260036196,0.07443004326969575,Inf,0.9293946310054957,0.9998485433349921
(claude-3-5-haiku-20241022) - o1,2,-0.14417834476031346,0.07063175497507064,Inf,-2.0412680502020795,0.7735721185596649
(claude-3-5-haiku-20241022) - o3,2,-0.29035826347334875,0.06836688027029607,Inf,-4.24706030647274,0.0020266464820458685
(claude-3-5-haiku-20241022) - (o4-mini),2,-0.18943088267239172,0.06990295256108366,Inf,-2.7099124676723827,0.29848948102096107
(claude-3-7-sonnet-20250219) - (claude-sonnet-4-20250514),2,-0.13295781876659704,0.06558657380272556,Inf,-2.0272109222615278,0.7823414761642994
(claude-3-7-sonnet-20250219) - (deepseek-chat),2,-0.03161147166045879,0.06719999085151145,Inf,-0.47040886851174013,0.9999999750841064
(claude-3-7-sonnet-20250219) - (deepseek-reasoner),2,-0.12693054895722794,0.065679350278694107,Inf,-1.9325792417042722,0.8368793584705709
(claude-3-7-sonnet-20250219) - (gemini-1.5-pro),2,-0.12084875451892081,0.06577346160901706,Inf,-1.8373482490140571,0.8830887598431203
(claude-3-7-sonnet-20250219) - (gemini-2.0-flash),2,-0.053590002083260375,0.06683904415793654,Inf,-0.8017769068724339,0.9999747013058813
(claude-3-7-sonnet-20250219) - (gemini-2.5-flash),2,-0.10651129758928475,0.06599606585580177,Inf,-1.6139037412018895,0.9560784308543746
(claude-3-7-sonnet-20250219) - (gemini-2.5-pro),2,-0.13696731825809497,0.06552532697155591,Inf,-2.090295838089469,0.7417804034218399
(claude-3-7-sonnet-20250219) - (gpt-3.5-turbo),2,0.19710353270649877,0.07132273292278431,Inf,2.7635443094964933,0.26681157490282326
(claude-3-7-sonnet-20250219) - (gpt-4o),2,0.10128192287650331,0.06951034757567716,Inf,1.4570769160121932,0.9818910694710001
(claude-3-7-sonnet-20250219) - (gpt-4o-mini),2,0.22255811477040585,0.07182494059834554,Inf,3.0986188490566238,0.1181937593197403
(claude-3-7-sonnet-20250219) - o1,2,0.009204887409730425,0.06788530462515785,Inf,0.13559469844846442,1
(claude-3-7-sonnet-20250219) - o3,2,-0.13697503130330485,0.06552559286305011,Inf,-2.090405066453738,0.7417076000555792
(claude-3-7-sonnet-20250219) - (o4-mini),2,-0.03604765050234782,0.06712671538861176,Inf,-0.5370090029529943,0.9999998542341098
(claude-sonnet-4-20250514) - (deepseek-chat),2,0.10134634710613827,0.0650405389487258,Inf,1.558202756991818,0.9672595160177496
(claude-sonnet-4-20250514) - (deepseek-reasoner),2,0.006027269809369109,0.06346809915361229,Inf,0.09496534305811279,1
(claude-sonnet-4-20250514) - (gemini-1.5-pro),2,0.012109064247676243,0.06356564261156199,Inf,0.19049700042635484,1
(claude-sonnet-4-20250514) - (gemini-2.0-flash),2,0.07936781668333667,0.06466719680621295,Inf,1.2273273097205188,0.9966179232249195
(claude-sonnet-4-20250514) - (gemini-2.5-flash),2,0.026446521177312304,0.06379589508024698,Inf,0.41454894776609064,0.9999999954719276
(claude-sonnet-4-20250514) - (gemini-2.5-pro),2,-0.0040094994914979185,0.06330851577501541,Inf,-0.06333270401957931,1
(claude-sonnet-4-20250514) - (gpt-3.5-turbo),2,0.3300613514730958,0.06929192094675572,Inf,4.763345379423334,1.9004831230284847e-4
(claude-sonnet-4-20250514) - (gpt-4o),2,0.23423974164310035,0.06742493165754081,Inf,3.474082003268934,0.03828171110946377
(claude-sonnet-4-20250514) - (gpt-4o-mini),2,0.3555159335370029,0.0698084626502143,Inf,5.092734033098084,3.601084324744708e-5
(claude-sonnet-4-20250514) - o1,2,0.14216270617632748,0.06574835288694235,Inf,2.1622246023529064,0.6921778074617404
(claude-sonnet-4-20250514) - o3,2,-0.004017212536707806,0.06330903331926917,Inf,-0.06345401795110177,1
(claude-sonnet-4-20250514) - (o4-mini),2,0.09691016826424924,0.06496480783914432,Inf,1.4917333166628155,0.9776163464259586
(deepseek-chat) - (deepseek-reasoner),2,-0.09531907729676915,0.06513398473306621,Inf,-1.4634307679379401,0.9811599023801143
(deepseek-chat) - (gemini-1.5-pro),2,-0.08923728285846202,0.06522880484677486,Inf,-1.3680655818864698,0.9899689966940493
(deepseek-chat) - (gemini-2.0-flash),2,-0.02197853042280159,0.06630334814459996,Inf,-0.3314844730747073,0.9999999997854261
(deepseek-chat) - (gemini-2.5-flash),2,-0.07489982592882596,0.06545328912957014,Inf,-1.1443248601388942,0.998390860364171
(deepseek-chat) - (gemini-2.5-pro),2,-0.10535584659763618,0.06497875780883336,Inf,-1.6213890531362831,0.9543846238010316
(deepseek-chat) - (gpt-3.5-turbo),2,0.22871500436695755,0.0708207828714376,Inf,3.2294899193948265,0.08177141994287529
(deepseek-chat) - (gpt-4o),2,0.13289339453696208,0.06899522565186492,Inf,1.9261245003750491,0.8402958689462963
(deepseek-chat) - (gpt-4o-mini),2,0.2541695864308646,0.07132669115545022,Inf,3.563456853436878,0.028384166824818702
(deepseek-chat) - o1,2,0.04081635907018921,0.0673577691067329,Inf,0.6059636417814396,0.9999992857540891
(deepseek-chat) - o3,2,-0.10536355964284606,0.06497890636844753,Inf,-1.621504046950358,0.9543582344379725
(deepseek-chat) - (o4-mini),2,-0.004436178841889033,0.0665931745184234,Inf,-0.06661611905378888,1
(deepseek-reasoner) - (gemini-1.5-pro),2,0.006081794438307114,0.06366116944694812,Inf,0.09553381584319406,1
(deepseek-reasoner) - (gemini-2.0-flash),2,0.07334054687396757,0.06476155782670781,Inf,1.1324703934734839,0.9985627616048401
(deepseek-reasoner) - (gemini-2.5-flash),2,0.020419251367943196,0.06389113907283465,Inf,0.31959441738338157,0.999999999870014
(deepseek-reasoner) - (gemini-2.5-pro),2,-0.010036769300867027,0.06340480208973015,Inf,-0.15829667422765617,1
(deepseek-reasoner) - (gpt-3.5-turbo),2,0.3240340816637267,0.06937960020598277,Inf,4.670451843217518,2.9744491685379515e-4
(deepseek-reasoner) - (gpt-4o),2,0.22821247183373122,0.06751506773550621,Inf,3.380170967579644,0.05177510113798067
(deepseek-reasoner) - (gpt-4o-mini),2,0.3494886637276338,0.06989583913290981,Inf,5.000135459609646,5.815650486429291e-5
(deepseek-reasoner) - o1,2,0.13613543636695835,0.06584080755001379,Inf,2.0676453013360687,0.7566927404822046
(deepseek-reasoner) - o3,2,-0.010044482346076914,0.06340505316825193,Inf,-0.15841769455539814,1
(deepseek-reasoner) - (o4-mini),2,0.09088289845488012,0.0650583843182743,Inf,1.3969436746272217,0.987757040413496
(gemini-1.5-pro) - (gemini-2.0-flash),2,0.06725875243566046,0.06485719342780451,Inf,1.0370284139804666,0.9994600064815449
(gemini-1.5-pro) - (gemini-2.5-flash),2,0.014337456929636066,0.06398778493791173,Inf,0.22406552974990318,0.9999999999991231
(gemini-1.5-pro) - (gemini-2.5-pro),2,-0.016118563739174155,0.06350241137395174,Inf,-0.25382601054715037,0.9999999999946013
(gemini-1.5-pro) - (gpt-3.5-turbo),2,0.31795228722541957,0.06946859629298464,Inf,4.576921144115997,4.624910130867077e-4
(gemini-1.5-pro) - (gpt-4o),2,0.2221306773954241,0.06760654158172408,Inf,3.2856388183517464,0.06924543027735153
(gemini-1.5-pro) - (gpt-4o-mini),2,0.34340686928932673,0.06998442675888582,Inf,4.906904081281553,9.336812006044415e-5
(gemini-1.5-pro) - o1,2,0.13005364192865124,0.06593462087496751,Inf,1.9724636344732045,0.8148868916845259
(gemini-1.5-pro) - o3,2,-0.016126276784384042,0.06350247085802764,Inf,-0.2539472333358104,0.9999999999945656
(gemini-1.5-pro) - (o4-mini),2,0.08480110401657301,0.06515333023263645,Inf,1.301562080000857,0.9938466943256161
(gemini-2.0-flash) - (gemini-2.5-flash),2,-0.05292129550602437,0.06508286350210546,Inf,-0.8131371709591779,0.9999699018827012
(gemini-2.0-flash) - (gemini-2.5-pro),2,-0.08337731617483458,0.06460512681336954,Inf,-1.2905681063933812,0.9943480193797902
(gemini-2.0-flash) - (gpt-3.5-turbo),2,0.2506935347897591,0.07047860539441,Inf,3.557016109879535,0.029013654311184967
(gemini-2.0-flash) - (gpt-4o),2,0.15487192495976368,0.06864389744625966,Inf,2.2561645058253097,0.6234975831775034
(gemini-2.0-flash) - (gpt-4o-mini),2,0.27614811685366625,0.07098641516830782,Inf,3.8901544217851094,0.00866417601952818
(gemini-2.0-flash) - o1,2,0.06279488949299081,0.06699781926496115,Inf,0.9372676630660364,0.999832660420674
(gemini-2.0-flash) - o3,2,-0.08338502922004448,0.06460569131962537,Inf,-1.290676216240944,0.994343260157664
(gemini-2.0-flash) - (o4-mini),2,0.017542351580912555,0.06622905630254834,Inf,0.264873947482739,0.9999999999902717
(gemini-2.5-flash) - (gemini-2.5-pro),2,-0.030456020668810223,0.0637329034035077,Inf,-0.47786965668245385,0.9999999692286112
(gemini-2.5-flash) - (gpt-3.5-turbo),2,0.3036148302957835,0.06967943307044452,Inf,4.357309135808194,0.0012542393206307345
(gemini-2.5-flash) - (gpt-4o),2,0.20779322046578805,0.0678231598140491,Inf,3.063750215051837,0.12978142850675134
(gemini-2.5-flash) - (gpt-4o-mini),2,0.3290694123596906,0.07019362170813116,Inf,4.688024415209388,2.7347698843749324e-4
(gemini-2.5-flash) - o1,2,0.11571618499901518,0.06615670678288478,Inf,1.749122509661436,0.9177074704390767
(gemini-2.5-flash) - o3,2,-0.030463733714020107,0.06373303038543136,Inf,-0.47798972573229104,0.9999999691248098
(gemini-2.5-flash) - (o4-mini),2,0.07046364708693693,0.06537806808012614,Inf,1.077787232877209,0.9991668208906045
(gemini-2.5-pro) - (gpt-3.5-turbo),2,0.3340708509645937,0.06923392628420345,Inf,4.825247806880713,1.402663863876441e-4
(gemini-2.5-pro) - (gpt-4o),2,0.23824924113459825,0.06736533524082004,Inf,3.5366741705195444,0.03108302106951577
(gemini-2.5-pro) - (gpt-4o-mini),2,0.3595254330285008,0.06975096134232513,Inf,5.15441545334429,2.6037507720122477e-5
(gemini-2.5-pro) - o1,2,0.1461722056678254,0.06568723990889473,Inf,2.225275500547134,0.646449543444472
(gemini-2.5-pro) - o3,2,-7.713045209887387e-6,0.06324556479649696,Inf,-1.2195393044089942e-4,1
(gemini-2.5-pro) - (o4-mini),2,0.10091966775574715,0.06490295857914663,Inf,1.5549317005738583,0.9678416595255943
(gpt-3.5-turbo) - (gpt-4o),2,-0.09582160982999546,0.07301667016957919,Inf,-1.3123251116142716,0.9933207529178493
(gpt-3.5-turbo) - (gpt-4o-mini),2,0.025454582063907095,0.07522356496231376,Inf,0.3383857449013428,0.9999999997154064
(gpt-3.5-turbo) - o1,2,-0.18789864529676836,0.07147139458028749,Inf,-2.629004882305636,0.350067300664598
(gpt-3.5-turbo) - o3,2,-0.3340785640098036,0.06923402088520113,Inf,-4.825352619108295,1.4019377495411156e-4
(gpt-3.5-turbo) - (o4-mini),2,-0.2331511832088466,0.0707512704891603,Inf,-3.2953639079112698,0.06724670731826754
(gpt-4o) - (gpt-4o-mini),2,0.12127619189390254,0.07350744268098129,Inf,1.6498491509252373,0.9475064791052374
(gpt-4o) - o1,2,-0.0920770354667729,0.06966289006455907,Inf,-1.3217515865540728,0.9928301196846716
(gpt-4o) - o3,2,-0.23825695417980816,0.0673654675327076,Inf,-3.5367817207552004,0.03107174856769268
(gpt-4o) - (o4-mini),2,-0.13732957337885113,0.0689238689542015,Inf,-1.992482074244901,0.8032928862453236
(gpt-4o-mini) - o1,2,-0.21335322736067544,0.0719726980071519,Inf,-2.9643633387131687,0.16757754160101523
(gpt-4o-mini) - o3,2,-0.35953314607371073,0.06975143747831763,Inf,-5.15449084738178,2.6027125795136108e-5
(gpt-4o-mini) - (o4-mini),2,-0.25860576527275364,0.07125764193569493,Inf,-3.629165353326277,0.022618039542703583
o1 - o3,2,-0.1461799187130353,0.06568740169168341,Inf,-2.2253874403368723,0.64636691770005394
o1 - (o4-mini),2,-0.04525253791207824,0.06728467402015083,Inf,-0.6725534242541732,0.9999972448268608
o3 - (o4-mini),2,0.10092738080095703,0.06490313147572753,Inf,1.5550463977027342,0.967821380801554
(claude-3-5-haiku-20241022) - (claude-3-7-sonnet-20250219),3,-0.043083705447474946,0.06406673769249138,Inf,-0.6724816495927863,0.9999972485992881
(claude-3-5-haiku-20241022) - (claude-sonnet-4-20250514),3,-0.024855644143661704,0.06435449897775199,Inf,-0.3862300932877211,0.9999999982679589
(claude-3-5-haiku-20241022) - (deepseek-chat),3,-0.022790642252284388,0.06438726266937222,Inf,-0.3539619686787128,0.9999999994731311
(claude-3-5-haiku-20241022) - (deepseek-reasoner),3,-0.0410664730605757,0.06409838453423562,Inf,-0.6406787528107151,0.9999985266022913
(claude-3-5-haiku-20241022) - (gemini-1.5-pro),3,0.019045175092639907,0.06506339832425537,Inf,0.29271718943613717,0.9999999999611691
